from_name,to_name,t,weight_t,from_X,from_y,from_z,to_X,to_y,to_z
QuerdenkerZwickau,711,1,1,-3.14412564281764,0.210261604877733,-5.36970824575781,-0.668628295434611,1.18830619640959,-5.04258972908241
QuerdenkerZwickauNeuigkeitenWelt,711,1,1,-2.01959772779645,3.30753826603175,-5.37929689229249,-0.668628295434611,1.18830619640959,-5.04258972908241
RA_Ludwig,711,1,2,-1.08263595437788,2.20507754089746,-3.65895171229728,-0.668628295434611,1.18830619640959,-5.04258972908241
qd334info,querdenken_brandenburg,1,7,-1.12702023443082,5.69279885141573,-2.04831046688185,-1.06690322130831,4.93912255192747,-2.39464251593907
querdenken421,421,1,12,-3.71271523568398,2.71663614406928,-4.98655737898842,-4.35761994392646,3.0525395369275,-4.99534632801102
querdenken421,711,1,1,-3.71271523568398,2.71663614406928,-4.98655737898842,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken511,querdenken511demoterminekanal,1,1,-3.30466595733142,-2.0592179521788,-5.4148969584701,-4.27922433357046,-3.32798602452538,-5.39704291036432
querdenken611_infokanal,711,1,8,0.343224952267678,-0.333568445338035,-4.67989861621606,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken611_infokanal,querdenken_615,1,32,0.343224952267678,-0.333568445338035,-4.67989861621606,0.775687550478428,-1.03113611197549,-4.54221725492747
querdenken911_termine,911,1,6,1.87070830907306,3.27752710215123,-5.05719186458261,2.63516054965581,3.86442983703327,-5.01126403259916
querdenken911_termine,querdenken_911,1,5,1.87070830907306,3.27752710215123,-5.05719186458261,0.888290605997847,2.31833846676731,-4.94942124456949
querdenken_211,211,1,1,-4.76206536187449,0.260667872375376,-1.67930798359556,-5.82455077256383,-0.553170791637973,-1.65237600675557
querdenken_211,querdenken_234,1,1,-4.76206536187449,0.260667872375376,-1.67930798359556,-5.36657574696436,1.04410471271071,-0.594777679589693
querdenken_234,234,1,1,-5.36657574696436,1.04410471271071,-0.594777679589693,-5.57561533922495,2.26127348740375,-0.504631440542987
querdenken_2932,711,1,1,-3.10282502323574,0.790646890971216,-3.08967874549794,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken_2932,querdenken_211,1,1,-3.10282502323574,0.790646890971216,-3.08967874549794,-4.76206536187449,0.260667872375376,-1.67930798359556
querdenken_341,711,1,1,-0.06904801258715,-1.22366681040165,-6.27866744308024,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken_441,711,1,2,-1.10750526644398,-0.143457415752324,-6.33192037410632,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken_571,711,1,1,-0.935982739256094,2.12791254671733,-2.6811080608189,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken_6051,711,1,9,-0.856009887316671,1.09928849633156,-5.88653323778148,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken_681,681,1,1,-0.688288348115511,1.37064014463517,2.38346136773832,0.125526092554593,0.854077475696276,2.37386744672557
querdenken_69,querdenken_615,1,22,1.01463832665615,-1.6296771258698,-4.43470666832279,0.775687550478428,-1.03113611197549,-4.54221725492747
querdenken_793,711,1,4,-0.921366426923769,1.99457890727309,-6.23253450423825,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken_911,711,1,8,0.888290605997847,2.31833846676731,-4.94942124456949,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenken_bremen,711,1,2,0.057483321391734,1.35074692936905,-6.91021089545784,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenkenhameln,711,1,2,-2.34152739256593,-0.818047510582635,-5.32282084377229,-0.668628295434611,1.18830619640959,-5.04258972908241
querdenkenhameln,querdenken511,1,3,-2.34152739256593,-0.818047510582635,-5.32282084377229,-3.30466595733142,-2.0592179521788,-5.4148969584701
querdenker6,711,1,1,-1.40121165874249,1.28343380726466,-7.62214437975821,-0.668628295434611,1.18830619640959,-5.04258972908241
wahrheitstalk,querdenken491,1,21,-1.19379354216967,-2.9656196382354,1.62502593052462,-1.34018043205943,-2.63941914706535,1.64233455073737
