from_name,to_name,t,weight_t,from_X,from_y,from_z,to_X,to_y,to_z
QUERDENKEN714Marbach,711,1,1,-1.33958783124774,-1.22761961123318,-5.06034304188305,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_30,querdenken_30info,1,1,0.504007611763973,-4.26295187223705,-0.133262406594548,1.325329420361,-3.73672509563597,-0.121858875276333
QUERDENKEN_5221,711,1,3,-1.84348849684147,0.56608301035648,-5.05680239725285,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_5231,711,1,1,1.95957267485691,0.607456868440663,-5.03395217239395,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_621,711,1,4,0.463524983042247,1.48807610409792,-5.02508494885607,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_711,711,1,85,-0.812029908946076,1.28627251569041,-4.84560458545908,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_7171,711,1,4,-1.69077919923784,1.84867692829891,-5.06766694214071,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_721,721,1,1,3.0089119849173,-0.798736631282591,1.09463982275777,3.3182441018521,0.113861829310038,0.912680262233471
QUERDENKEN_722,711,1,2,0.936263301019732,0.418277635123104,-5.17177327215446,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_743,711,1,2,-0.330878591364978,-0.352004141765335,-5.07816073142671,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_762,711,1,3,-0.8904188268618,2.61868511687391,-5.05844681968035,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_791,711,1,10,-0.21649397855426,1.38947750720298,-5.51661910735924,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_794,711,1,2,-2.51354212235756,1.38133942120667,-4.93933330329052,-0.668628295434611,1.18830619640959,-5.04258972908241
QUERDENKEN_8331,8341,1,2,2.67228452889517,-2.47907715130419,-4.44857235578984,3.636821204697,-3.05621295836327,-4.39507354818946
QUERDENKEN_8331,querdenken_615,1,1,2.67228452889517,-2.47907715130419,-4.44857235578984,0.775687550478428,-1.03113611197549,-4.54221725492747
QUERDENKEN_881,querdenken_911,1,2,2.40005754732028,2.94627575767993,-4.70332652213468,0.888290605997847,2.31833846676731,-4.94942124456949
Querdenken089Demo,querdenken_911,1,1,3.29536299998985,2.42917614245938,-4.83747240109142,0.888290605997847,2.31833846676731,-4.94942124456949
Querdenken381Rostock,querdenken_351,1,1,-1.47054117355934,-5.554419665031,-3.54074378040028,-0.497679102564084,-5.65273066794558,-3.57238461525911
Querdenken_713_info,711,1,3,-0.151536386311712,2.41384515033387,-4.36221287167499,-0.668628295434611,1.18830619640959,-5.04258972908241
Querdenken_Brandenburg_Chat,711,1,1,-1.00713321594353,4.34027003072592,-2.80381536530797,-0.668628295434611,1.18830619640959,-5.04258972908241
Querdenken_Brandenburg_Chat,querdenken_brandenburg,1,19,-1.00713321594353,4.34027003072592,-2.80381536530797,-1.06690322130831,4.93912255192747,-2.39464251593907
QuerdenkerChat,querdenken_911,1,1,1.57708639611305,4.53000094099897,-4.73850757068486,0.888290605997847,2.31833846676731,-4.94942124456949
