211,234,421,681,711,721,8341,911,QUERDENKEN714Marbach,QUERDENKEN_30,QUERDENKEN_5221,QUERDENKEN_5231,QUERDENKEN_621,QUERDENKEN_711,QUERDENKEN_7171,QUERDENKEN_721,QUERDENKEN_722,QUERDENKEN_743,QUERDENKEN_762,QUERDENKEN_791,QUERDENKEN_794,QUERDENKEN_8331,QUERDENKEN_881,Querdenken089Demo,Querdenken381Rostock,Querdenken_713_info,Querdenken_Brandenburg_Chat,QuerdenkerChat,QuerdenkerZwickau,QuerdenkerZwickauNeuigkeitenWelt,RA_Ludwig,qd334info,querdenken421,querdenken491,querdenken511,querdenken511demoterminekanal,querdenken611_infokanal,querdenken911_termine,querdenken_211,querdenken_234,querdenken_2932,querdenken_341,querdenken_351,querdenken_441,querdenken_571,querdenken_6051,querdenken_615,querdenken_681,querdenken_69,querdenken_793,querdenken_911,querdenken_brandenburg,querdenken_bremen,querdenkenhameln,querdenker6,wahrheitstalk,querdenken_30info
1,0.99650143863179,0.985324146200199,0.993696335268269,0.843938214215861,0.991880778633339,0.992978120936208,0.990966322914501,0.965459670234744,0.843142940158458,0.783381373051635,0.35188756735127,0.970829750791895,0.964881703843338,0.963971920824289,0.956931590451021,0.959316888663702,0.796435647312397,0.729968523077875,0.956046388912857,0.873612468955175,0.854881320598811,0.987753464074357,0.940236749962301,0.959265381237825,0.876121635781099,0.993078716382198,0.966294570185896,0.947522851229848,0.958190996676366,0.989225048267474,0.988670507773987,0.953537164314378,0.881608351968227,0.961410340823012,0.564908342540067,0.914597840922827,0.896860670211026,0.990447047797736,0.94270712796561,0.853474757223802,0.951643247066965,0.831093977246738,0.824800512326034,0.907546014306648,0.937368238917796,0.933576245948656,0.737268938877887,0.893991326711298,0.941029408240436,0.9609013309636,0.98620679315539,0.975776389499908,0.991698893044545,0.934439815888141,0.966607194486405,0.793551277412766
0.99650143863179,1,0.971583818377458,0.998662264673683,0.865753683903315,0.981784909233789,0.997803505017956,0.991712059943725,0.96608704370601,0.825991457630214,0.807067157339777,0.414996322943341,0.974374504835867,0.967430624950799,0.973789947357703,0.966141427000631,0.975857301881466,0.820176666632139,0.77030714819914,0.947574701988829,0.852558774640579,0.834143847504959,0.98901844136415,0.913987482985208,0.972788917077066,0.848102082621824,0.991018400841575,0.975885741453096,0.924718445054609,0.966814387810845,0.991617091224085,0.991193916677316,0.937275742813469,0.86475250693683,0.955717564548949,0.551214507676909,0.888120797394702,0.865518235640237,0.980503110599787,0.936350378292661,0.857072964583363,0.966607921692985,0.86788253500569,0.792286201138365,0.885357607318777,0.957982215283028,0.909371956016487,0.761810165824626,0.867853763374932,0.953013164026073,0.970060282575972,0.984909013286586,0.985749408864566,0.990371586365297,0.958542581143872,0.971999354923274,0.834853628625011
0.985324146200199,0.971583818377458,1,0.971171494773884,0.834647530510047,0.997676829664087,0.961506594430752,0.966860023414287,0.937063731381756,0.878905029688219,0.791617096350117,0.303670706751264,0.940380891875927,0.969324068139115,0.926440052907256,0.935234117369003,0.917002749313258,0.802697009701433,0.699410345432866,0.969084738257478,0.937563505444996,0.839756516956605,0.958415705628942,0.982234994329526,0.908004479877491,0.935501371843473,0.970310635248896,0.915959307203728,0.966584838782871,0.903930833682758,0.977576853671373,0.974376774030429,0.98219719556712,0.913752902307201,0.929352232143458,0.521685223472891,0.95816702394506,0.954044970158244,0.980423790489255,0.942603253711782,0.877255998099808,0.891663783885533,0.776981481626394,0.86579397202711,0.914631143380405,0.909576371157294,0.976243377816384,0.655946470009566,0.935762392317909,0.892083470830937,0.922924282257038,0.980569689291818,0.937054927736131,0.974587738185728,0.889690735540565,0.95501994767489,0.747187001405925
0.993696335268269,0.998662264673683,0.971171494773884,1,0.88555853286758,0.982193381551392,0.995055580329953,0.9905894668551,0.964174385623622,0.823425462243315,0.830206418003944,0.444917947908498,0.96818238840315,0.977160561158244,0.968799045579591,0.96667100311987,0.978138770775081,0.838389880258639,0.786341558250069,0.956520865718301,0.86546951852024,0.822004594807764,0.98731114680088,0.91409988711526,0.969468227839522,0.85635453915798,0.988219097748964,0.973901751439219,0.923466071228566,0.959547373317246,0.99306479648826,0.995053283342596,0.943409473263331,0.869505653235094,0.942347963751918,0.516968468594729,0.894589394294679,0.870258699165104,0.97485099364269,0.938173016076189,0.866824680368009,0.964020787499859,0.877840791846119,0.794229713112755,0.886804336130218,0.967863190929681,0.911874389784344,0.742964701852391,0.867386369324098,0.945984698849997,0.96619944832008,0.989233201503027,0.984722137660438,0.99191447836839,0.962585242968547,0.979591519994125,0.855380579353586
0.843938214215861,0.865753683903315,0.834647530510047,0.88555853286758,1,0.854105804521024,0.866442344445244,0.877548606697565,0.877683736639262,0.603629116414102,0.976868327350825,0.754236167634656,0.864059823387683,0.94084458275884,0.876145023732895,0.814669593192793,0.924704134293261,0.875969790484202,0.922969533808112,0.899820341771276,0.83372137092162,0.694244397927493,0.865169364111698,0.796213739065517,0.877379030783786,0.818313710074932,0.856563285273323,0.852725994910569,0.805361460532983,0.829192876784371,0.905988305003344,0.910880549554066,0.870403495447448,0.875141688486123,0.772524725591182,0.360295753715574,0.794920104963192,0.776746588089503,0.826658093181545,0.738832820547896,0.774497140387176,0.85616738609216,0.947879833215865,0.745339725823886,0.736472302568396,0.960856037729487,0.757580831693729,0.659964281163832,0.653055394358555,0.858016043691787,0.887399041934553,0.910171190951415,0.896951090753902,0.871594966467553,0.926977098195864,0.947579274918525,0.956467556570926
0.991880778633339,0.981784909233789,0.997676829664087,0.982193381551392,0.854105804521024,1,0.974245540375237,0.980781540032162,0.955369228582817,0.854755162505619,0.801461524755479,0.334162376023658,0.951850169239578,0.976463429822013,0.93918866335629,0.937683293246548,0.937021063636857,0.80095782806707,0.714154343009076,0.978046386565003,0.925726307275676,0.854746869421288,0.974482793791028,0.973101525084893,0.929174397250262,0.928726600315842,0.982881551048962,0.9394303673918,0.970032606147819,0.925276501887691,0.985042595437195,0.986326043077317,0.982896747946438,0.916481321866215,0.938810165455401,0.524970852899718,0.955624682358992,0.944595527273422,0.986927794971811,0.941514895968343,0.863977032987738,0.917499112273634,0.802431416955681,0.869758651474725,0.926519392112925,0.925670834288014,0.964245788423026,0.672885603536942,0.918597000874231,0.90949641901439,0.938792187556092,0.99053535756961,0.954943375470538,0.987372898868601,0.907172576844173,0.969662539496957,0.775094999166635
0.992978120936208,0.997803505017956,0.961506594430752,0.995055580329953,0.866442344445244,0.974245540375237,1,0.994991987175987,0.977257455267909,0.791886692930296,0.799407642739181,0.423579138897846,0.984721691317963,0.958777950783089,0.983580910385478,0.951546555914038,0.983345250727045,0.797102712835537,0.772825587550945,0.940408952014819,0.829499529360756,0.856454120612936,0.993344066523041,0.902720420581961,0.98518066163334,0.836409110012544,0.993933340087569,0.98436939481029,0.923874123282823,0.981131393948378,0.989605388184699,0.988812529321628,0.927888568485325,0.869607912433949,0.968483190328524,0.593394862379563,0.873623682885063,0.850539839980063,0.982777725002517,0.913098351010023,0.825185995164037,0.978552734504149,0.879697934735971,0.797096183694675,0.88110954925569,0.956153157277367,0.886730048073812,0.793893272164299,0.837957484178341,0.96945153653708,0.982248662282649,0.981748184472074,0.993501480259122,0.987902453372567,0.962439008852879,0.972162485731822,0.834667292460773
0.990966322914501,0.991712059943725,0.966860023414287,0.9905894668551,0.877548606697565,0.980781540032162,0.994991987175987,1,0.990514105249655,0.765530254196594,0.800583074055129,0.408161618175005,0.981968814212416,0.964808291060204,0.97431108954535,0.925478900231604,0.979051074694986,0.77017553733242,0.750738044858511,0.963076229169195,0.850434522116479,0.890748112288347,0.998891924921671,0.92144463801867,0.98083448190197,0.872161445240194,0.999019488777282,0.985898907385347,0.952003321514478,0.978993713168856,0.988053303323323,0.993479869221609,0.949967402177257,0.903601188232979,0.967878293273335,0.592135292691795,0.904501482129955,0.880812836185147,0.990022948844541,0.901701251318622,0.798181869266553,0.975939446467357,0.866785740650771,0.849506295935726,0.915343301495212,0.948353176927075,0.895266953266835,0.763344468095279,0.835310302112566,0.962332632621339,0.97968143040051,0.99066909300419,0.991916257539031,0.994673620636804,0.945888935262688,0.982708872416318,0.8242607072824
0.965459670234744,0.96608704370601,0.937063731381756,0.964174385623622,0.877683736639262,0.955369228582817,0.977257455267909,0.990514105249655,1,0.678007660195405,0.784588922438875,0.417560849585086,0.981199803379592,0.940525543978415,0.969040761363639,0.867903104195868,0.972995590419633,0.708495405739708,0.737569212058492,0.949972876714089,0.815347488894182,0.931841506744418,0.99069110395074,0.900253483623241,0.981219010168262,0.864015984007748,0.988386671646218,0.981157212037007,0.951539287298251,0.982260755722354,0.968140843592534,0.975779138089819,0.933759284793141,0.922780010616884,0.970132111117227,0.650604328489953,0.884588919383604,0.861651909333561,0.98015219281162,0.836668423404334,0.717361779936763,0.974948631151063,0.868750458082287,0.877361493193363,0.909775289134209,0.927319219633357,0.84751526815689,0.785729419134181,0.767277806461145,0.969224842089733,0.982483101524141,0.974818902542556,0.98667058816292,0.97623754214049,0.927998546457853,0.974844870184036,0.808274931599418
0.843142940158458,0.825991457630214,0.878905029688219,0.823425462243315,0.603629116414102,0.854755162505619,0.791886692930296,0.765530254196594,0.678007660195405,1,0.634184413456845,0.13780021351544,0.732352418289143,0.812409730216976,0.732995842993943,0.907482932445834,0.705673599403567,0.807720983937795,0.558988493281842,0.771506471430763,0.84521048383455,0.519189141619987,0.751371531716217,0.848190360775764,0.683017057628295,0.75672964364813,0.7754004297487,0.695631580167917,0.751174422284207,0.673760438881519,0.816043430327052,0.794192484471274,0.809036098705529,0.648796467403226,0.724076055883051,0.27370390781162,0.802659224780502,0.812306178750489,0.794481563461646,0.933838162553533,0.949278627111823,0.663548717144887,0.559042678107599,0.579038813007057,0.703119278832605,0.744187585470423,0.924937482619811,0.453440847865892,0.966110540624625,0.663728239129949,0.698104892611794,0.795686667584603,0.725048443606406,0.795819720863424,0.725330740442884,0.74086491936956,0.570852928674546
